Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
17/01/2019,Andreja Katič,Slovenia,,female,706,Centre-left,SD,0.625,,,13/09/2018,13/03/2020,,,,,,,
17/01/2019,Rudi Medved,Slovenia,,male,2668,Centre to centre-left,LMŠ,0.625,,,13/09/2018,13/03/2020,,,,,,,
17/01/2019,Ksenija Klampfer,Slovenia,,female,2333,Centre to centre-left,SMC ,1.000,,,13/09/2018,13/03/2020,,,,,,,
17/01/2019,Samo Fakin,Slovenia,,male,2668,Centre to centre-left,LMŠ,0.625,,,13/09/2018,29/03/2019,,,,,,,
17/01/2019,Dejan Prešiček,Slovenia,,male,706,Centre-left,SD ,0.625,,,13/09/2018,08/03/2019,,,,,,,
17/01/2019,Aleksandra Pivec,Slovenia,,female,1587,Centre to centre-left,DeSUS,0.420,,,13/09/2018,,,,,,,,
17/01/2019,Jure Leben,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/09/2018,29/03/2019,,,,,,,
17/01/2019,Iztok Purič,Slovenia,,male,2337,Centre to centre-left,SAB,0.420,,,13/09/2018,07/10/2019,,,,,,,
17/01/2019,Peter Jožef Česnik,Slovenia,,male,2337,Centre to centre-left,SAB,0.420,,,13/09/2018,13/03/2020,,,,,,,
27/11/2020,Janez Janša,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Matej Tonin,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,Nsi (01.01.2018),,,
27/11/2020,Simona Kustec Lipicer,Slovenia,,female,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Janez Cigler Kralj,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Jernej Vrtovec,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Aleš Hojs,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Andrej Vizjak,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Andrej Šircelj,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Vasko Simoniti,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Tomaž Gantar,Slovenia,,male,1587,Centre to centre-left,DeSUS,0.420,,,13/03/2020,,,,,DeSUS (09.09.2020),,,
27/11/2020,Boštjan Koritnik,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Anže Logar,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Lilijana Kozlovič,Slovenia,,female,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Zvone Černač,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Helena Jaklitsch,Slovenia,,female,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Žan Mahnič,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Vinko Gorenak,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Igor Senčar,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Jelka Godec,Slovenia,,male,1651,Right-wing,SDS,0.420,,,26/03/2020,,,,,,,,
27/11/2020,Katja Triller Vrtovec,Slovenia,,female,1370,,Independent,,,,20/04/2020,,,,,,,,
27/11/2020,Marjan Dolinšek,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,20/04/2020,,,,,,,,
27/11/2020,Bojan Pograjc,Slovenia,,male,1370,,Independent,,,,20/04/2020,,,,,,,,
27/11/2020,Damjan Stanonik,Slovenia,,male,1587,Centre to centre-left,DeSUS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Jože Podgoršek,Slovenia,,male,1587,Centre to centre-left,DeSUS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Ignacija Fridl Jarc,Slovenia,,female,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Damijan Jaklim,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Uroš Lampret,Slovenia,,male,1047,Centre-right,Nsi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Robert Glavaš,Slovenia,,male,1370,,Independent,,,,16/04/2020,,,,,,,,
27/11/2020,Andrej Osolnik,Slovenia,,male,1370,,Independent,,,,13/03/2020,,,,,,,,
27/11/2020,Jure Gašparič,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Damir Orehovec,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,23/03/2020,,,,,,,,
27/11/2020,Zdravko Počivalšek,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Simon Zajc,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Ajda Cuderman,Slovenia,,male,1370,,Independent,,,,21/09/2020,,,,,,,,
27/11/2020,Metka Gorišek,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Robert Rožac,Slovenia,,male,1370,,Independent,,,,25/03/2020,,,,,,,,
27/11/2020,Peter Ješovnik,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Kristina Šteblaj,Slovenia,,female,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Polona Flerin,Slovenia,,female,1370,,Independent,,,,01/05/2020,,,,,,,,
27/11/2020,Gašper Dovžan,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Tone Kajzer,Slovenia,,female,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Tina Bregant,Slovenia,,female,1370,,Independent,,,,07/04/2020,,,,,,,,
27/11/2020,Jerneja Farkaš Lainščak,Slovenia,,female,1370,,Independent,,,,29/06/2020,,,,,,,,
27/11/2020,Blaž Košorok,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Aleš Mihelič,Slovenia,,male,1047,Centre-right,NSi,0.420,,,23/03/2020,,,,,,,,
27/11/2020,Franc Kangler,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Anton Olaj,Slovenia,,male,1370,,Independent,,,,08/06/2020,,,,,,,,
27/11/2020,Andrej Jurič,Slovenia,,male,1370,,Independent,,,,30/06/2020,,,,,,,,
27/11/2020,Matic Zupan,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Zlatko Ratej,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,16/04/2020,,,,,,,,
27/11/2020,Cveto Uršič,Slovenia,,male,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Mateja Ribič,Slovenia,,female,1047,Centre-right,NSi,0.420,,,13/03/2020,,,,,,,,
27/11/2020,Urška Ban,Slovenia,,female,2333,Centre to centre-left,SMC,1.000,,,13/03/2020,,,,,,,,
27/11/2020,Peter Geršak,Slovenia,,male,1370,,Independent,,,,28/03/2020,,,,,,,,
27/11/2020,Monika Kirbiš Rojs,Slovenia,,female,1047,Centre-right,NSi,0.000,,,13/03/2020,,,,,,,,
27/11/2020,Dejan Valentinčič,Slovenia,,male,1651,Right-wing,SDS,0.420,,,13/03/2020,,,,,,,,
17/01/2019,Janez Janša,Slovenia,,female,1651,Right-wing,SDS,0.420,,,01/05/1993,,,,,SDS,,,
17/01/2019,Dejan Židan,Slovenia,,male,1651,Right-wing,SDS,0.420,,,28/05/2014,03/05/2020,,,,SDS,,,
17/01/2019,Luka Mesec,Slovenia,,male,2670,Left-wing,LEVICA,0.000,,,24/06/2017,,,,,LEVICA,,,
27/11/2020,Zdravko Počivalšek,Slovenia,,male,2333,Centre to centre-left,SMC,1.000,,,21/09/2019,,,,,SMC,,,
27/11/2020,Tanja Fajon,Slovenia,,female,1651,Right-wing,SDS,0.420,,,10/10/2020,,,,,SDS,,,
17/01/2019,Pedro Sánchez,Spain,,male,902,Centre-left,PSOE,1.000,,,02/06/2018,,,,PSOE,,,,
17/01/2019,Carmen Calvo,Spain,,female,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Josep Borrell,Spain,,male,902,Centre-left,PSOE,1.000,,,07/06/2018,30/11/2019,,,,,,,
17/01/2019,Dolores Delgado,Spain,,female,1166,,Independent,,,,07/06/2018,13/01/2020,,,,,,,
17/01/2019,Margarita Robles,Spain,,female,1166,,Independent,,,,07/06/2018,,,,,,,,
17/01/2019,María Jesús Montero,Spain,,female,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Fernando Grande-Marlaska,Spain,,male,1166,,Independent,,,,07/06/2018,,,,,,,,
17/01/2019,José Luis Ábalos Meco,Spain,,male,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Isabel Celaá,Spain,,female,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Magdalena Valerio,Spain,,female,902,Centre-left,PSOE,1.000,,,07/06/2018,13/01/2020,,,,,,,
17/01/2019,Reyes Maroto,Spain,,male,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Luis Planas,Spain,,male,902,Centre-left,PSOE,1.000,,,07/06/2018,,,,,,,,
17/01/2019,Meritxell Batet,Spain,,female,902,Centre-left,PSOE,1.000,,,07/06/2018,20/05/2019,,,,,,,
17/01/2019,Teresa Ribera,Spain,,female,1166,,Independent,,,,07/06/2018,,,,,,,,
17/01/2019,José Guirao,Spain,,male,1166,,Independent,,,,14/06/2018,13/01/2020,,,,,,,
17/01/2019,Nadia Calviño,Spain,,female,1166,,Independent,,,,07/06/2018,,,,,,,,
17/01/2019,María Luisa Carcedo,Spain,,female,902,Centre-left,PSOE,1.000,,,12/09/2018,13/01/2020,,,,,,,
17/01/2019,Pedro Duque,Spain,,male,1166,,Independent,,,,07/06/2018,,,,,,,,
17/01/2019,Pablo Iglesias,Spain,,male,2724,Left-wing to far-left,UP,0.500,,,13/01/2020,,,,,UP (01.01.2014),,,
27/11/2020,Arancha González Laya,Spain,,female,1166,,Independent,,,,13/01/2020,,,,,,,,
27/11/2020,Juan Carlos Campo,Spain,,male,1166,,Independent,,,,13/01/2020,,,,,,,,
27/11/2020,Carolina Darias,Spain,,female,902,Centre-left,PSOE,1.000,,,13/01/2020,,,,,,,,
27/11/2020,José Manuel Rodríguez Uribes,Spain,,male,902,Centre-left,PSOE,1.000,,,13/01/2020,,,,,,,,
27/11/2020,Salvador Illa,Spain,,male,902,Centre-left,PSC-PSOE,1.000,,,13/01/2020,,,,,,,,
27/11/2020,Irene Montero,Spain,,female,2724,Left-wing to far-left,UP,0.500,,,13/01/2020,,,,,,,,
27/11/2020,Alberto Garzón ,Spain,,male,NA,Left-wing to far-left,IU,0.000,,,13/01/2020,,,,,,,,
27/11/2020,José Luis Escrivá,Spain,,male,1166,,Independent,,,,13/01/2020,,,,,,,,
27/11/2020,Manuel Castells,Spain,,male,1166,,Independent,,,,13/01/2020,,,,,,,,
27/11/2020,Cristina Gallach Figueras,Spain,,female,902,Centre-left,PSC-PSOE,1.000,,,04/02/2020,,,,,,,,
27/11/2020,Juan González-Barba Pera,Spain,,male,1166,,Independent,,,,04/02/2020,,,,,,,,
27/11/2020,Ángeles Moreno Bau,Spain,,female,1166,,Independent,,,,04/02/2020,,,,,,,,
27/11/2020,Manuel Muñiz Villa,Spain,,male,1166,,Independent,,,,28/01/2020,,,,,,,,
17/01/2019,Andoni Ortuzar,Spain,,male,1361,Centre,EJ-PNV,0.000,,,12/01/2013,,,,,,,,
17/01/2019,Pablo Casado,Spain,,male,645,Centre-right to right-wing,PP,0.000,,,21/07/2018,,,,,,,,
17/01/2019,Albert Rivera,Spain,,male,2375,Centre-right,Cs,0.000,,,09/07/2006,11/11/2019,,,,,,,
17/01/2019,Oriol Junqueras,Spain,,male,757,Centre-left to left-wing,ERC,0.000,,,17/09/2011,,,,,,,,
17/01/2019,David Bonvehí,Spain,,male,NA,Centre-right,PDECAR,0.000,,,22/07/2018,,,,,,,,
17/01/2019,Arnaldo Otegi,Spain,,male,2603,Left-wing to far-left,ehb,0.000,,,17/06/2017,,,,,,,,
17/01/2019,Stefan Löfven,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,SAP,SAP (21.01.2012),,,
17/01/2019,Isabella Lövin,Sweden,,female,1154,Centre-left,Green,1.000,,,21/01/2019,,,,,Green (13.05.2016),,,
17/01/2019,Ibrahim Baylan,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Alice Bah Kuhnke,Sweden,,female,1154,Centre-left,Green,1.000,,,03/10/2014,21/01/2019,,,,,,,
17/01/2019,Peter Hultqvist,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Gustav Fridolin,Sweden,,male,1154,Centre-left,Green,1.000,,,03/10/2014,21/01/2019,,,,Green (21.05.2011 -04.05.2019),,,
17/01/2019,Helene Hellmark Knutsson,Sweden,,female,904,Centre-left,SAP,1.000,,,03/10/2014,21/01/2019,,,,,,,
17/01/2019,Anna Ekström,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Ylva Johansson,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,10/09/2019,,,,,,,
17/01/2019,Mikael Damberg,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Sven-Erik Bucht,Sweden,,male,904,Centre-left,SAP,1.000,,,03/10/2014,21/01/2019,,,,,,,
17/01/2019,Peter Eriksson,Sweden,,male,1154,Centre-left,Green,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Tomas Eneroth,Sweden,,male,904,Centre-left,SAP,1.000,,,01/04/2019,,,,,,,,
17/01/2019,Karolina Skog,Sweden,,female,1154,Centre-left,Green,1.000,,,25/05/2016,"212,019",,,,,,,
17/01/2019,Magdalena Andersson,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Ardalan Shekarabi,Sweden,,male,904,Centre-left,SAP,1.000,,,01/10/2019,,,,,,,,
17/01/2019,Per Bolund,Sweden,,male,1154,Centre-left,Green,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Margot Wallström,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,10/09/2019,,,,,,,
17/01/2019,Ann Linde,Sweden,,female,904,Centre-left,SAP,1.000,,,10/09/2019,,,,,,,,
17/01/2019,Annika Strandhäll,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,01/10/2019,,,,,,,
17/01/2019,Lena Hallengren,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Morgan Johansson,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
17/01/2019,Heléne Fritzon,Sweden,,female,904,Centre-left,SAP,1.000,,,27/07/2017,21/01/2019,,,,,,,
27/11/2020,Hans Dahlgren,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Anna Hallberg,Sweden,,female,904,Centre-left,SAP,1.000,,,10/09/2019,,,,,,,,
27/11/2020,Lena Micko,Sweden,,female,904,Centre-left,SAP,1.000,,,01/10/2019,,,,,,,,
27/11/2020,Matilda Ernkrans,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Jennie Nilsson,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Amanda Lind,Sweden,,female,1154,Centre-left,Green,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Eva Nordmark,Sweden,,female,904,Centre-left,SAP,1.000,,,10/09/2019,,,,,,,,
27/11/2020,Åsa Lindhagen,Sweden,,female,1154,Centre-left,Green,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Anders Ygeman,Sweden,,male,904,Centre-left,SAP,1.000,,,01/04/2019,,,,,SAP (27.07.2017 - 21.01.2019),,,
27/11/2020,Max Elger,Sweden,,male,904,Centre-left,SAP,1.000,,,01/10/2014,,,,,,,,
27/11/2020,Fredrik Olovsson,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Emma Lennartsson,Sweden,,female,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Erik Nilsson,Sweden,,male,904,Centre-left,SAP,1.000,,,21/01/2019,,,,,,,,
27/11/2020,Stefan Engström,Sweden,,male,904,Centre-left,SAP,1.000,,,03/08/2020,,,,,,,,
27/11/2020,Per Olsson Fridh,Sweden,,male,1154,Centre-left,Green,1.000,,,21/01/2020,,,,,,,,
27/11/2020,Krister Nilsson,Sweden,,male,904,Centre-left,SAP,1.000,,,23/04/2020,,,,,,,,
27/11/2020,Kristina Persdotter,Sweden,,female,904,Centre-left,SAP,1.000,,,09/05/2019,,,,,,,,
27/11/2020,Malin Cederfeldt Östberg,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Maja Fjaestad,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Tobias Lundin Gerdås,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Helene Öberg,Sweden,,female,1154,Centre-left,Green,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Per Callenberg,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Sebastian de Toro,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Paula Carvalho Olovsson,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Karin Strandås ,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Malin Quick Oljelund,Sweden,,male,904,Centre-left,SAP,1.000,,,07/10/2019,,,,,,,,
27/11/2020,Robert Rydberg,Sweden,,male,904,Centre-left,SAP,1.000,,,11/12/2019,,,,,,,,
27/11/2020,Jan-Olof Lind,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Elisabeth Backetmann,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Oskar Magnusson,Sweden,,male,904,Centre-left,SAP,1.000,,,26/03/2020,,,,,,,,
27/11/2020,Linda Grape,Sweden,,female,904,Centre-left,SAP,1.000,,,10/02/2020,,,,,,,,
27/11/2020,Roger Mörtvik,Sweden,,male,904,Centre-left,SAP,1.000,,,15/10/2019,,,,,,,,
27/11/2020,Rasmus Cruce Naeyé,Sweden,,male,904,Centre-left,SAP,1.000,,,19/09/2019,,,,,,,,
27/11/2020,Nils Vikmång,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Madeleine Harby Samuelsson,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Karin Wallensteen,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Catharina Espmark,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Lars Westbratt,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Gunvor G Ericson,Sweden,,female,1154,Centre-left,Green,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Eva Svedling,Sweden,,female,1154,Centre-left,Green,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Elin Olsson,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Emil Högberg,Sweden,,male,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Helena Markstedt,Sweden,,female,904,Centre-left,SAP,1.000,,,22/01/2019,,,,,,,,
27/11/2020,Ulf Holm,Sweden,,male,1154,Centre-left,Green,1.000,,,22/01/2019,,,,,,,,
17/01/2019,Jonas Sjöstedt,Sweden,,male,882,Left-wing,V,0.000,,,06/01/2012,31/10/2020,,,,V,,,
17/01/2019,Anders W Jonsson,Sweden,,male,1461,Centre to centre-right,C,0.000,,,01/10/2011,,,,,C,,,
17/01/2019,Annie Lööf,Sweden,,female,1461,Centre to centre-right,C,0.000,,,23/09/2011,,,,,C,,,
17/01/2019,Ulf Kristersson,Sweden,,male,657,Centre-right,M,0.000,,,01/10/2017,,,,,M,,,
17/01/2019,Tobias Billström,Sweden,,male,657,Centre-right,M,0.000,,,03/10/2017,,,,,M,,,
17/01/2019,Ebba Busch Thor,Sweden,,female,282,Centre-right,KD,0.000,,,25/04/2015,,,,,KD,,,
17/01/2019,Jimmie Åkesson,Sweden,,male,1546,Right-wing to far-right,SDS,0.000,,,07/05/2005,,,,,SDS,,,
17/01/2019,Mattias Karlsson,Sweden,,male,1546,Right-wing to far-right,SDS,0.000,,,29/09/2014,24/11/2019,,,,SDS,,,
27/11/2020,Nooshi Dadgostar,Sweden,,female,882,Left-wing,V,0.000,,,31/10/2020,,,,,V,,,
17/01/2019,Theresa May,United Kingdom,,female,773,Centre-right,Con,1.000,,,13/07/2016,24/07/2019,,,Con,Con,,,
17/01/2019,David Lidington,United Kingdom,,male,773,Centre-right,Con,1.000,,,08/01/2018,24/07/2019,,,,,,,
17/01/2019,Philip Hammond,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/07/2016,24/07/2019,,,,,,,
17/01/2019,Sajid Javid,United Kingdom,,male,773,Centre-right,Con,1.000,,,30/04/2018,24/07/2019,,,,,,,
17/01/2019,Jeremy Hunt,United Kingdom,,male,773,Centre-right,Con,1.000,,,09/07/2018,24/07/2019,,,,,,,
17/01/2019,Stephen Barclay,United Kingdom,,male,773,Centre-right,Con,1.000,,,16/11/2018,31/01/2020,,,,,,,
17/01/2019,Gavin Williamson,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
17/01/2019,David Gauke,United Kingdom,,male,773,Centre-right,Con,1.000,,,08/01/2018,24/07/2019,,,,,,,
17/01/2019,Matt Hancock,United Kingdom,,male,773,Centre-right,Con,1.000,,,09/07/2018,,,,,,,,
17/01/2019,Greg Clark,United Kingdom,,male,773,Centre-right,Con,1.000,,,14/07/2016,24/07/2019,,,,,,,
17/01/2019,Liam Fox,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/07/2016,24/07/2019,,,,,,,
17/01/2019,Damian Hinds,United Kingdom,,male,773,Centre-right,Con,1.000,,,08/01/2018,24/07/2019,,,,,,,
17/01/2019,Michael Gove,United Kingdom,,male,773,Centre-right,Con,1.000,,,11/06/2017,24/07/2019,,,,,,,
17/01/2019,James Brokenshire,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
17/01/2019,Chris Grayling,United Kingdom,,male,773,Centre-right,Con,1.000,,,14/07/2016,24/07/2019,,,,,,,
17/01/2019,Amber Rudd,United Kingdom,,female,773,Centre-right,Con,1.000,,,16/11/2018,07/09/2019,,,,,,,
17/01/2019,Baroness Evans of Bowes Park,United Kingdom,,male,773,Centre-right,Con,1.000,,,14/07/2016,,,,,,,,
17/01/2019,David Mundell,United Kingdom,,male,773,Centre-right,Con,1.000,,,11/05/2015,24/07/2019,,,,,,,
17/01/2019,Alun Cairns,United Kingdom,,male,773,Centre-right,Con,1.000,,,19/05/2016,06/11/2019,,,,,,,
17/01/2019,Karen Bradley,United Kingdom,,female,773,Centre-right,Con,1.000,,,08/01/2018,24/07/2019,,,,,,,
17/01/2019,Penny Mordaunt,United Kingdom,,male,773,Centre-right,Con,1.000,,,01/05/2019,24/06/2019,,,,,,,
17/01/2019,Jeremy Wright,United Kingdom,,male,773,Centre-right,Con,1.000,,,09/07/2018,24/07/2019,,,,,,,
17/01/2019,Brandon Lewis,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Boris Johnson,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,Con,,,,
27/11/2020,Rishi Sunak,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Dominic Raab,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Priti Patel,United Kingdom,,female,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Michel Gove,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Robert Buckland,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Ben Wallace,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Alok Sharma,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Liz Truss,United Kingdom,,female,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Dr Thérèse Coffey,United Kingdom,,female,773,Centre-right,Con,1.000,,,08/09/2019,,,,,,,,
27/11/2020,George Eustice,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Robert Jenrick,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Grant Shapps,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Alister Jack ,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Simon Hart,United Kingdom,,male,773,Centre-right,Con,1.000,,,16/12/2019,,,,,,,,
27/11/2020,Oliver Dowden,United Kingdom,,male,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Anne-Marie Trevelyan,United Kingdom,,female,773,Centre-right,Con,1.000,,,13/02/2020,02/09/2020,,,,,,,
27/11/2020,Amanda Milling,United Kingdom,,female,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
27/11/2020,Jacob Rees-Mogg,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Mark Spencer,United Kingdom,,male,773,Centre-right,Con,1.000,,,24/07/2019,,,,,,,,
27/11/2020,Suella Braverman,United Kingdom,,female,773,Centre-right,Con,1.000,,,13/02/2020,,,,,,,,
17/01/2019,Jeremy Corbyn,United Kingdom,,male,1556,Centre-left,Lab,0.000,,,12/09/2015,04/04/2020,,,,,,,
17/01/2019,Arlene Foster,United Kingdom,,female,319,Centre-right to right-wing,DUP,0.000,,,17/12/2015,,,,,,,,
17/01/2019,Nicola Sturgeon,United Kingdom,,female,1284,Centre-left ,SNP,0.000,,,14/11/2014,,,,,,,,
