,Name,Born,Party,Bundesland,Gender,Age
0,Wolfgang Stefinger,1985,CSU,Bayern,male,35
1,Kai Whittaker,1985,CDU,Baden-Württemberg,male,35
2,Katrin Albsteiger,1983,CSU,Bayern,female,37
3,Susanna Karawanskij,1980,DIE LINKE,Sachsen,female,40
4,Florian Oßner,1980,CSU,Bayern,male,40
5,Cemile Giousouf,1978,CDU,Nordrhein-Westfalen,female,42
7,Reinhard Brandl,1977,CSU,Bayern,male,43
8,Irene Mihalic,1976,GRÜNE,Nordrhein-Westfalen,female,44
9,Nicole Gohlke,1975,DIE LINKE,Bayern,female,45
10,Cansel Kiziltepe,1975,SPD,Berlin,male,45
11,Jan-Marco Luczak,1975,CDU,Berlin,male,45
12,Wilfried Oellers,1975,CDU,Nordrhein-Westfalen,male,45
14,Thomas Viesehon,1973,CDU,Hessen,male,47
15,Halina Wawzyniak,1973,DIE LINKE,Berlin,female,47
17,Hendrik Hoppenstedt,1972,CDU,Niedersachsen,male,48
18,Philipp Lengsfeld,1972,CDU,Berlin,male,48
19,Florian Pronold,1972,SPD,Bayern,male,48
20,Hansjörg Durz,1971,CSU,Bayern,male,49
21,Martin Rabanus,1971,SPD,Hessen,male,49
22,Patrick Ernst Sensburg,1971,CDU,Nordrhein-Westfalen,male,49
23,Matthias Gastel,1970,GRÜNE,Baden-Württemberg,male,50
24,Olav Gutting,1970,CDU,Baden-Württemberg,male,50
25,Christian von Stetten,1970,CDU,Baden-Württemberg,male,50
26,Stefan Zierke,1970,SPD,Brandenburg,male,50
27,Jürgen Coße,1969,SPD,Nordrhein-Westfalen,male,51
28,Eva Högl,1969,SPD,Berlin,female,51
29,Andreas Mattfeldt,1969,CDU,Niedersachsen,male,51
30,Georg Nüßlein,1969,CSU,Bayern,male,51
31,Fritz Felgentreu,1968,SPD,Berlin,male,52
32,Sigrid Hupach,1968,DIE LINKE,Thüringen,female,52
33,Özcan Mutlu,1968,GRÜNE,Berlin,male,52
34,Michael Vietz,1968,CDU,Niedersachsen,male,52
37,Burkhard Blienert,1966,SPD,Nordrhein-Westfalen,male,54
40,Annette Widmann-Mauz,1966,CDU,Baden-Württemberg,female,54
41,Oliver Wittke,1966,CDU,Nordrhein-Westfalen,male,54
44,Gunther Krichbaum,1964,CDU,Baden-Württemberg,male,56
45,Mathias Middelberg,1964,CDU,Niedersachsen,male,56
46,Dietmar Nietan,1964,SPD,Nordrhein-Westfalen,male,56
48,Wolfgang Strengmann-Kuhn,1964,GRÜNE,Hessen,male,56
49,Beate Walter-Rosenheimer,1964,GRÜNE,Bayern,female,56
50,Enak Ferlemann,1963,CDU,Niedersachsen,male,57
51,Andrej Hunko,1963,DIE LINKE,Nordrhein-Westfalen,male,57
52,Roderich Kiesewetter,1963,CDU,Baden-Württemberg,male,57
53,Martin Dörmann,1962,SPD,Nordrhein-Westfalen,male,58
54,Monika Grütters,1962,CDU,Berlin,female,58
55,Heidtrud Henn,1962,SPD,Saarland,female,58
57,Marianne Schieder,1962,SPD,Bayern,female,58
58,Elisabeth Winkelmeier-Becker,1962,CDU,Nordrhein-Westfalen,female,58
59,Gülistan Yüksel,1962,SPD,Nordrhein-Westfalen,male,58
60,Ingrid Arndt-Brauer,1961,SPD,Nordrhein-Westfalen,female,59
61,Dirk Heidenblut,1961,SPD,Nordrhein-Westfalen,male,59
65,Michael Grosse-Brömer,1960,CDU,Niedersachsen,male,60
66,Cornelia Möhring,1960,DIE LINKE,Schleswig-Holstein,female,60
67,Beate Müller-Gemmeke,1960,GRÜNE,Baden-Württemberg,female,60
68,Georg Kippels,1959,CDU,Nordrhein-Westfalen,male,61
69,Rolf Mützenich,1959,SPD,Nordrhein-Westfalen,male,61
71,Michael Stübgen,1959,CDU,Brandenburg,male,61
72,Maria Klein-Schmeink,1958,GRÜNE,Nordrhein-Westfalen,female,62
74,Kersten Steinke,1958,DIE LINKE,Thüringen,female,62
75,Gero Storjohann,1958,CDU,Schleswig-Holstein,male,62
76,Andrea Wicklein,1958,SPD,Brandenburg,female,62
77,Gabriele Fograscher,1957,SPD,Bayern,female,63
78,Kordula Kovac,1957,CDU,Baden-Württemberg,female,63
79,Mechthild Rawert,1957,SPD,Berlin,male,63
80,Heinrich Zertik,1957,CDU,Nordrhein-Westfalen,male,63
81,Ute Finckh-Krämer,1956,SPD,Berlin,female,64
82,Kordula Schulz-Asche,1956,GRÜNE,Hessen,female,64
84,Marlene Mortler,1955,CSU,Bayern,female,65
85,Brigitte Pothmer,1955,GRÜNE,Niedersachsen,female,65
86,Wilhelm Priesmeier,1954,SPD,Niedersachsen,male,66
88,Harald Terpe,1954,GRÜNE,Mecklenburg-Vorpommern,male,66
89,Axel Troost,1954,DIE LINKE,Sachsen,male,66
90,Valerie Wilms,1954,GRÜNE,Schleswig-Holstein,female,66
91,Hubertus Zdebel,1954,DIE LINKE,Nordrhein-Westfalen,male,66
92,Doris Barnett,1953,SPD,Rheinland-Pfalz,female,67
94,Gabriele Hiller-Ohm,1953,SPD,Schleswig-Holstein,female,67
95,Johannes Singhammer,1953,CSU,Bayern,male,67
96,Jutta Eckenbach,1952,CDU,Nordrhein-Westfalen,female,68
98,Hans-Joachim Fuchtel,1952,CDU,Baden-Württemberg,male,68
99,Sylvia Kotting-Uhl,1952,GRÜNE,Baden-Württemberg,female,68
103,Karl-Georg Wellmann,1952,CDU,Berlin,male,68
104,Elvira Drobinski-Weiß,1951,SPD,Baden-Württemberg,female,69
106,Gabriele Lösekrug-Möller,1951,SPD,Niedersachsen,female,69
107,Ernst Dieter Rossmann,1951,SPD,Schleswig-Holstein,male,69
110,Azize Tank,1950,DIE LINKE,Berlin,female,70
111,Manfred Zöllmer,1950,SPD,Nordrhein-Westfalen,male,70
112,Bartholomäus Kalb,1949,CSU,Bayern,male,71
113,Hans-Werner Kammer,1948,CDU,Niedersachsen,male,72
114,Joachim Poß,1948,SPD,Nordrhein-Westfalen,male,72
116,Tom Koenigs,1944,GRÜNE,Hessen,male,76
117,Hans-Peter Uhl,1944,CSU,Bayern,male,76
118,Ronja Kemmer,1989,CDU,Baden-Württemberg,female,31
119,Johannes Steiniger,1987,CDU,Rheinland-Pfalz,male,33
120,Emmi Zeulner,1987,CSU,Bayern,female,33
121,Agnieszka Brugger,1985,GRÜNE,Baden-Württemberg,female,35
122,Sven-Christian Kindler,1985,GRÜNE,Niedersachsen,male,35
123,Luise Amtsberg,1984,GRÜNE,Schleswig-Holstein,female,36
124,Steffen Kanitz,1984,CDU,Nordrhein-Westfalen,male,36
125,Niema Movassat,1984,DIE LINKE,Nordrhein-Westfalen,male,36
126,Sarah Ryglewski,1983,SPD,Bremen,female,37
127,Nadine Schön,1983,CDU,Saarland,female,37
128,Manuel Sarrazin,1982,GRÜNE,Hamburg,male,38
129,Florian Post,1981,SPD,Bayern,male,39
130,Annalena Baerbock,1980,GRÜNE,Brandenburg,female,40
131,Michelle Müntefering,1980,SPD,Nordrhein-Westfalen,female,40
132,Franziska Brantner,1979,GRÜNE,Baden-Württemberg,female,41
133,Julia Verlinden,1979,GRÜNE,Niedersachsen,female,41
134,Katja Kipping,1978,DIE LINKE,Sachsen,female,42
135,Lars Klingbeil,1978,SPD,Niedersachsen,male,42
136,Susann Rüthrich,1977,SPD,Sachsen,female,43
137,Dieter Janecek,1976,GRÜNE,Bayern,male,44
138,Sevim Dağdelen,1975,DIE LINKE,Nordrhein-Westfalen,female,45
139,Corinna Rüffer,1975,GRÜNE,Rheinland-Pfalz,female,45
140,Tino Sorge,1975,CDU,Sachsen-Anhalt,male,45
141,Marco Wanderwitz,1975,CDU,Sachsen,male,45
142,Sören Bartol,1974,SPD,Hessen,male,46
143,Christian Flisek,1974,SPD,Bayern,male,46
144,Michael Leutert,1974,DIE LINKE,Sachsen,male,46
145,Kerstin Radomski,1974,CDU,Nordrhein-Westfalen,female,46
146,Astrid Freudenstein,1973,CSU,Bayern,female,47
148,Sebastian Steineke,1973,CDU,Brandenburg,male,47
149,Carsten Träger,1973,SPD,Bayern,male,47
150,Bettina Hornhues,1972,CDU,Bremen,female,48
151,Caren Lay,1972,DIE LINKE,Sachsen,female,48
152,Stephan Harbarth,1971,CDU,Baden-Württemberg,male,49
153,Anja Karliczek,1971,CDU,Nordrhein-Westfalen,female,49
154,Konstantin von Notz,1971,GRÜNE,Schleswig-Holstein,male,49
155,Dirk Vöpel,1971,SPD,Nordrhein-Westfalen,male,49
156,Andrea Nahles,1970,SPD,Rheinland-Pfalz,female,50
157,Oliver Krischer,1969,GRÜNE,Nordrhein-Westfalen,male,51
158,Bärbel Bas,1968,SPD,Nordrhein-Westfalen,female,52
159,Ulrich Kelber,1968,SPD,Nordrhein-Westfalen,male,52
160,Elisabeth Paus,1968,GRÜNE,Berlin,female,52
161,Sabine Poschmann,1968,SPD,Nordrhein-Westfalen,female,52
162,Ralf Brauksiepe,1967,CDU,Nordrhein-Westfalen,male,53
163,Margaret Horb,1967,CDU,Baden-Württemberg,female,53
164,Sylvia Jörrißen,1967,CDU,Nordrhein-Westfalen,female,53
165,Axel Knoerig,1967,CDU,Niedersachsen,male,53
166,Bärbel Kofler,1967,SPD,Bayern,female,53
167,Anette Kramme,1967,SPD,Bayern,female,53
168,Ralph Lenkert,1967,DIE LINKE,Thüringen,male,53
169,Aydan Özoğuz,1967,SPD,Hamburg,female,53
170,Carola Reimann,1967,SPD,Niedersachsen,female,53
171,Rita Stockhofe,1967,CDU,Nordrhein-Westfalen,female,53
172,Karin Strenz,1967,CDU,Mecklenburg-Vorpommern,male,53
173,Fritz Güntzler,1966,CDU,Niedersachsen,male,54
174,Frank Steffel,1966,CDU,Berlin,male,54
175,Bernd Fabritius,1965,CSU,Bayern,male,55
176,Ursula Groden-Kranich,1965,CDU,Rheinland-Pfalz,female,55
177,Burkhard Lischka,1965,SPD,Sachsen-Anhalt,female,55
178,Thomas Mahlberg,1965,CDU,Nordrhein-Westfalen,male,55
179,Martina Stamm-Fibich,1965,SPD,Bayern,female,55
180,Gitta Connemann,1964,CDU,Niedersachsen,female,56
181,Astrid Grotelüschen,1964,CDU,Niedersachsen,female,56
182,Klaus Mindrup,1964,SPD,Berlin,male,56
183,Maria Flachsbarth,1963,CDU,Niedersachsen,female,57
184,Anja Hajduk,1963,GRÜNE,Hamburg,female,57
185,Patricia Lips,1963,CDU,Hessen,female,57
186,Caren Marks,1963,SPD,Niedersachsen,female,57
187,Petra Pau,1963,DIE LINKE,Berlin,female,57
188,Jens Koeppen,1962,CDU,Brandenburg,male,58
189,Bettina Kudla,1962,CDU,Sachsen,female,58
190,Uwe Lagosky,1962,CDU,Niedersachsen,female,58
191,Matern von Marschall,1962,CDU,Baden-Württemberg,male,58
192,Eckhard Pols,1962,CDU,Niedersachsen,male,58
193,Daniela De Ridder,1962,SPD,Niedersachsen,female,58
194,Rita Schwarzelühr-Sutter,1962,SPD,Baden-Württemberg,female,58
195,Detlef Seif,1962,CDU,Nordrhein-Westfalen,male,58
196,Jan van Aken,1961,DIE LINKE,Hamburg,male,59
197,Sybille Benning,1961,CDU,Nordrhein-Westfalen,female,59
198,Matthias Birkwald,1961,DIE LINKE,Nordrhein-Westfalen,male,59
199,Karamba Diaby,1961,SPD,Sachsen-Anhalt,female,59
200,Hermann Gröhe,1961,CDU,Nordrhein-Westfalen,male,59
201,Britta Haßelmann,1961,GRÜNE,Nordrhein-Westfalen,female,59
202,Gesine Lötzsch,1961,DIE LINKE,Berlin,female,59
203,Hans-Georg von der Marwitz,1961,CDU,Brandenburg,male,59
204,Sylvia Pantel,1961,CDU,Nordrhein-Westfalen,female,59
205,Ingo Gädechens,1960,CDU,Schleswig-Holstein,male,60
207,Gabriele Katzmarek,1960,SPD,Baden-Württemberg,female,60
208,Marina Kermer,1960,SPD,Sachsen-Anhalt,female,60
209,Kirsten Tackmann,1960,DIE LINKE,Brandenburg,female,60
210,Gudrun Zollner,1960,CSU,Bayern,female,60
211,Josip Juratovic,1959,SPD,Baden-Württemberg,male,61
212,Paul Lehrieder,1959,CSU,Bayern,male,61
213,Ulli Nissen,1959,SPD,Hessen,female,61
214,Richard Pitterle,1959,DIE LINKE,Baden-Württemberg,male,61
215,Iris Ripsam,1959,CDU,Baden-Württemberg,female,61
216,Ingo Wellenreuther,1959,CDU,Baden-Württemberg,male,61
217,Heidrun Bluhm,1958,DIE LINKE,Mecklenburg-Vorpommern,female,62
218,Elke Ferner,1958,SPD,Saarland,female,62
219,Ursula von der Leyen,1958,CDU,Niedersachsen,female,62
220,Hiltrud Lotze,1958,SPD,Niedersachsen,female,62
221,Gisela Manderla,1958,CDU,Nordrhein-Westfalen,female,62
222,Klaus Brähmig,1957,CDU,Sachsen,male,63
224,Bernhard Kaster,1957,CDU,Rheinland-Pfalz,male,63
225,Dietrich Monstadt,1957,CDU,Mecklenburg-Vorpommern,male,63
226,Ingrid Pahlmann,1957,CDU,Niedersachsen,female,63
227,Lothar Riebsamen,1957,CDU,Baden-Württemberg,male,63
228,Norbert Spinrath,1957,SPD,Nordrhein-Westfalen,male,63
229,Barbara Woltmann,1957,CDU,Niedersachsen,female,63
230,Eva Bulling-Schröter,1956,DIE LINKE,Bayern,female,64
231,Alois Gerig,1956,CDU,Baden-Württemberg,male,64
232,Charles M. Huber,1956,CDU,Hessen,male,64
233,Hubert Hüppe,1956,CDU,Nordrhein-Westfalen,male,64
234,Jutta Krellmann,1956,DIE LINKE,Niedersachsen,female,64
235,Heike Baehrens,1955,SPD,Baden-Württemberg,female,65
236,Gabriele Groneberg,1955,SPD,Niedersachsen,female,65
237,Anette Hübinger,1955,CDU,Saarland,female,65
238,Renate Künast,1955,GRÜNE,Berlin,female,65
239,Volker Mosblech,1955,CDU,Nordrhein-Westfalen,male,65
240,Arnold Vaatz,1955,CDU,Sachsen,male,65
241,Robert Hochbaum,1954,CDU,Sachsen,male,66
242,Ralf Kapschack,1954,SPD,Nordrhein-Westfalen,male,66
243,Ewald Schurer,1954,SPD,Bayern,male,66
244,Alexandra Dinges-Dierig,1953,CDU,Schleswig-Holstein,female,67
245,Friedrich Ostendorff,1953,GRÜNE,Nordrhein-Westfalen,male,67
246,Norbert Barthle,1952,CDU,Baden-Württemberg,male,68
247,Marieluise Beck,1952,GRÜNE,Bremen,female,68
248,Siegmund Ehrmann,1952,SPD,Nordrhein-Westfalen,male,68
249,Barbara Hendricks,1952,SPD,Nordrhein-Westfalen,female,68
250,Arno Klare,1952,SPD,Nordrhein-Westfalen,male,68
251,Philipp Graf von und zu Lerchenfeld,1952,CSU,Bayern,male,68
252,Elfi Scho-Antwerpes,1952,SPD,Nordrhein-Westfalen,female,68
253,Carola Stauche,1952,CDU,Thüringen,female,68
254,Matthäus Strebl,1952,CSU,Bayern,male,68
255,Cajus Julius Caesar,1951,CDU,Nordrhein-Westfalen,male,69
256,Uda Heller,1951,CDU,Sachsen-Anhalt,female,69
257,Ulla Jelpke,1951,DIE LINKE,Nordrhein-Westfalen,female,69
258,Diether Dehm,1950,DIE LINKE,Niedersachsen,male,70
259,Birgit Wöllert,1950,DIE LINKE,Brandenburg,female,70
260,Karin Evers-Meyer,1949,SPD,Niedersachsen,female,71
261,Thomas Gambke,1949,GRÜNE,Bayern,male,71
262,Herlind Gundelach,1949,CDU,Hamburg,male,71
263,Helmut Heiderich,1949,CDU,Hessen,male,71
264,Rainer Hajek,1945,CDU,Niedersachsen,male,75
265,Gernot Erler,1944,SPD,Baden-Württemberg,male,76
266,Egon Jüttner,1942,CDU,Baden-Württemberg,male,78
267,Hans-Christian Ströbele,1939,GRÜNE,Berlin,male,81
268,Heinz Riesenhuber,1935,CDU,Hessen,male,85
269,Florian Hahn,1974,CSU,Bayern,male,46
270,Stephan Mayer,1973,CSU,Bayern,male,47
271,Frank Schwabe,1970,SPD,Nordrhein-Westfalen,male,50
272,Joachim Pfeiffer,1967,CDU,Baden-Württemberg,male,53
273,Martina Renner,1967,DIE LINKE,Thüringen,female,53
274,Harald Ebner,1964,GRÜNE,Baden-Württemberg,male,56
275,Jürgen Hardt,1963,CDU,Nordrhein-Westfalen,male,57
276,Armin Schuster,1961,CDU,Baden-Württemberg,male,59
277,Sabine Weiss,1958,CDU,Nordrhein-Westfalen,female,62
278,Karin Binder,1957,DIE LINKE,Baden-Württemberg,female,63
279,Klaus Barthel,1955,SPD,Bayern,male,65
280,Bettina Hagedorn,1955,SPD,Schleswig-Holstein,female,65
281,Norbert Schindler,1949,CDU,Rheinland-Pfalz,male,71
282,Matthias Hauer,1977,CDU,Nordrhein-Westfalen,male,43
283,Daniela Ludwig,1975,CSU,Bayern,female,45
284,Alexander Funk,1974,CDU,Saarland,male,46
285,Sahra Wagenknecht,1969,DIE LINKE,Nordrhein-Westfalen,female,51
286,Katrin Kunert,1964,DIE LINKE,Sachsen-Anhalt,female,56
287,Peter Hinz,1958,CDU,Baden-Württemberg,male,62
288,Manfred Behrens,1956,CDU,Sachsen-Anhalt,male,64
289,Heinz Wiese,1945,CDU,Baden-Württemberg,male,75
290,Christian Kühn,1979,GRÜNE,Baden-Württemberg,male,41
291,Michael Kretschmer,1975,CDU,Sachsen,male,45
292,Johann Saathoff,1967,SPD,Niedersachsen,male,53
293,Doris Wagner,1963,GRÜNE,Bayern,female,57
294,Bernd Westphal,1960,SPD,Niedersachsen,male,60
295,Ursula Schulte,1952,SPD,Nordrhein-Westfalen,female,68
296,Helmut Brandt,1950,CDU,Nordrhein-Westfalen,male,70
297,Alexander Ulrich,1971,DIE LINKE,Rheinland-Pfalz,male,49
298,Andreas Schwarz,1965,SPD,Bayern,male,55
299,Michael Groß,1956,SPD,Nordrhein-Westfalen,male,64
300,Klaus Ernst,1954,DIE LINKE,Bayern,male,66
301,Andreas Jung,1975,CDU,Baden-Württemberg,male,45
302,Katrin Werner,1973,DIE LINKE,Rheinland-Pfalz,female,47
303,Gabi Weber,1955,SPD,Rheinland-Pfalz,female,65
304,Wilfried Lorenz,1942,CDU,Niedersachsen,male,78
305,Sebastian Hartmann,1977,SPD,Nordrhein-Westfalen,male,43
306,Ulrich Lange,1969,CSU,Bayern,male,51
307,Frank Heinrich,1964,CDU,Sachsen,male,56
308,Michael Gerdes,1960,SPD,Nordrhein-Westfalen,male,60
309,Bernd Siebert,1949,CDU,Hessen,male,71
310,Günter Baumann,1947,CDU,Sachsen,male,73
311,Peter Beyer,1970,CDU,Nordrhein-Westfalen,male,50
312,Axel Fischer,1966,CDU,Baden-Württemberg,male,54
313,Thorsten Hoffmann,1961,CDU,Nordrhein-Westfalen,male,59
314,Christian Haase,1966,CDU,Nordrhein-Westfalen,male,54
315,Michael Meister,1961,CDU,Hessen,male,59
316,Rainer Arnold,1950,SPD,Baden-Württemberg,male,70
317,Anita Schäfer,1951,CDU,Rheinland-Pfalz,female,69
318,Stefan Kaufmann,1969,CDU,Baden-Württemberg,male,51
319,Christian Lange,1964,SPD,Baden-Württemberg,male,56
320,Christian Schmidt,1957,CSU,Bayern,male,63
321,Mahmut Özdemir,1987,SPD,Nordrhein-Westfalen,male,33
322,Marian Wendt,1985,CDU,Sachsen,male,35
323,Matthias Ilgen,1983,SPD,Schleswig-Holstein,male,37
324,Steffen Bilger,1979,CDU,Baden-Württemberg,male,41
325,Yvonne Magwas,1979,CDU,Sachsen,female,41
326,Jana Schimke,1979,CDU,Brandenburg,female,41
327,Nina Warken,1979,CDU,Baden-Württemberg,female,41
328,Christina Jantz,1978,SPD,Niedersachsen,female,42
329,Carsten Linnemann,1977,CDU,Nordrhein-Westfalen,male,43
330,Markus Tressel,1977,GRÜNE,Saarland,male,43
331,Silke Launert,1976,CSU,Bayern,female,44
332,Tankred Schipanski,1976,CDU,Thüringen,male,44
333,Christina Schwarzer,1976,CDU,Berlin,female,44
334,Anja Weisgerber,1976,CSU,Bayern,female,44
335,Uli Grötsch,1975,SPD,Bayern,male,45
336,Katja Leikert,1975,CDU,Hessen,female,45
337,Lars Castellucci,1974,SPD,Baden-Württemberg,male,46
338,Andreas Scheuer,1974,CSU,Bayern,male,46
339,Niels Annen,1973,SPD,Hamburg,male,47
340,Thomas Jarzombek,1973,CDU,Nordrhein-Westfalen,male,47
341,Helge Braun,1972,CDU,Hessen,female,48
342,Ansgar Heveling,1972,CDU,Nordrhein-Westfalen,male,48
343,Marco Bülow,1971,SPD,Nordrhein-Westfalen,male,49
344,Ekin Deligöz,1971,GRÜNE,Bayern,female,49
345,Katja Mast,1971,SPD,Baden-Württemberg,female,49
346,Nina Scheer,1971,SPD,Schleswig-Holstein,female,49
347,Rita Hagl-Kehl,1970,SPD,Bayern,female,50
348,Erich Irlstorfer,1970,CSU,Bayern,male,50
349,Kathrin Rösel,1970,CDU,Niedersachsen,female,50
351,Kerstin Andreae,1968,GRÜNE,Baden-Württemberg,female,52
352,Matthias Miersch,1968,SPD,Niedersachsen,male,52
353,Patrick Schnieder,1968,CDU,Rheinland-Pfalz,male,52
354,Katrin Göring-Eckardt,1966,GRÜNE,Thüringen,female,54
355,Peter Meiwald,1966,GRÜNE,Niedersachsen,male,54
356,Tabea Rößner,1966,GRÜNE,Rheinland-Pfalz,female,54
357,Uwe Feiler,1965,CDU,Brandenburg,male,55
358,Michael Hennrich,1965,CDU,Baden-Württemberg,male,55
359,Iris Gleicke,1964,SPD,Thüringen,female,56
360,Philipp Murmann,1964,CDU,Schleswig-Holstein,male,56
361,Alexander Radwan,1964,CSU,Bayern,male,56
362,Claudia Tausend,1964,SPD,Bayern,female,56
363,Artur Auernhammer,1963,CSU,Bayern,male,57
364,Hermann Färber,1963,CDU,Baden-Württemberg,male,57
365,Gabriela Heinrich,1963,SPD,Bayern,female,57
366,Johannes Kahrs,1963,SPD,Hamburg,male,57
367,Karl Lauterbach,1963,SPD,Nordrhein-Westfalen,male,57
368,Elisabeth Scharfenberg,1963,GRÜNE,Bayern,female,57
370,Birgit Menz,1962,DIE LINKE,Bremen,female,58
371,Saskia Esken,1961,SPD,Baden-Württemberg,female,59
372,Sabine Leidig,1961,DIE LINKE,Hessen,female,59
373,Oswin Veith,1961,CDU,Hessen,male,59
374,Veronika Bellmann,1960,CDU,Sachsen,female,60
375,Antje Lezius,1960,CDU,Rheinland-Pfalz,female,60
376,Petra Sitte,1960,DIE LINKE,Sachsen-Anhalt,female,60
377,Jörn Wunderlich,1960,DIE LINKE,Sachsen,male,60
378,Hartmut Koschyk,1959,CSU,Bayern,male,61
379,Achim Post,1959,SPD,Nordrhein-Westfalen,male,61
380,Udo Schiefner,1959,SPD,Nordrhein-Westfalen,male,61
381,Heribert Hirte,1958,CDU,Nordrhein-Westfalen,male,62
383,Harald Weinberg,1957,DIE LINKE,Bayern,male,63
384,Karl Holmeier,1956,CSU,Bayern,male,64
385,Petra Ernstberger,1955,SPD,Bayern,female,65
386,Manfred Grund,1955,CDU,Thüringen,male,65
387,Detlev Pilger,1955,SPD,Rheinland-Pfalz,male,65
388,Erwin Rüddel,1955,CDU,Rheinland-Pfalz,male,65
389,Norbert Brackmann,1954,CDU,Schleswig-Holstein,male,66
390,Rudolf Henke,1954,CDU,Nordrhein-Westfalen,male,66
391,Eckhardt Rehberg,1954,CDU,Mecklenburg-Vorpommern,male,66
392,Franz Thönnes,1954,SPD,Schleswig-Holstein,male,66
393,Dagmar Wöhrl,1954,CSU,Bayern,female,66
394,Uwe Kekeritz,1953,GRÜNE,Bayern,male,67
395,Brigitte Zypries,1953,SPD,Hessen,female,67
396,Peter Bleser,1952,CDU,Rheinland-Pfalz,male,68
397,Wolfgang Bosbach,1952,CDU,Nordrhein-Westfalen,male,68
398,Bärbel Höhn,1952,GRÜNE,Nordrhein-Westfalen,female,68
399,Reinhold Sendker,1952,CDU,Nordrhein-Westfalen,male,68
400,Willi Brase,1951,SPD,Nordrhein-Westfalen,male,69
401,Edelgard Bulmahn,1951,SPD,Niedersachsen,male,69
402,Lothar Binding,1950,SPD,Baden-Württemberg,male,70
403,Maria Böhmer,1950,CDU,Rheinland-Pfalz,female,70
404,Petra Crone,1950,SPD,Nordrhein-Westfalen,female,70
405,Inge Höger,1950,DIE LINKE,Nordrhein-Westfalen,female,70
406,Uwe Beckmeyer,1949,SPD,Bremen,female,71
407,Karsten Möring,1949,CDU,Nordrhein-Westfalen,male,71
408,Christoph Strässer,1949,SPD,Nordrhein-Westfalen,male,71
409,Peter Wichtel,1949,CDU,Hessen,male,71
410,Jürgen Klimke,1948,CDU,Hamburg,male,72
411,Helga Kühn-Mengel,1947,SPD,Nordrhein-Westfalen,female,73
412,Wolfgang Gehrcke,1943,DIE LINKE,Hessen,male,77
413,Erika Steinbach,1943,fraktionslos,Hessen,female,77
414,Carsten Schneider,1976,SPD,Thüringen,male,44
415,Axel Schäfer,1952,SPD,Nordrhein-Westfalen,male,68
416,Matthias Schmidt,1963,SPD,Berlin,male,57
417,Alexander Hoffmann,1975,CSU,Bayern,male,45
418,Andreas Lenz,1981,CSU,Bayern,male,39
419,Stefan Müller,1975,CSU,Bayern,male,45
420,Sabine Zimmermann,1960,DIE LINKE,Sachsen,female,60
421,Gabriele Schmidt,1956,CDU,Baden-Württemberg,female,64
422,Bettina Müller,1959,SPD,Hessen,female,61
423,Michael Hartmann,1963,SPD,Rheinland-Pfalz,male,57
424,Carsten Müller,1970,CDU,Niedersachsen,male,50
425,Detlef Müller,1964,SPD,Sachsen,male,56
426,Dirk Fischer,1943,CDU,Hamburg,male,77
427,Katharina Dröge,1984,GRÜNE,Nordrhein-Westfalen,female,36
428,Thomas Hitschler,1982,SPD,Rheinland-Pfalz,male,38
429,Maik Beermann,1981,CDU,Niedersachsen,male,39
430,Nicole Maisch,1981,GRÜNE,Hessen,female,39
431,Dorothee Bär,1978,CSU,Bayern,female,42
432,Katja Dörner,1976,GRÜNE,Nordrhein-Westfalen,female,44
433,Sven Volmering,1976,CDU,Nordrhein-Westfalen,male,44
434,Omid Nouripour,1975,GRÜNE,Hessen,male,45
435,Sönke Rix,1975,SPD,Schleswig-Holstein,male,45
436,Stephan Stracke,1974,CSU,Bayern,male,46
438,Thorsten Frei,1973,CDU,Baden-Württemberg,male,47
439,Johannes Fechner,1972,SPD,Baden-Württemberg,male,48
440,Hubertus Heil,1972,SPD,Niedersachsen,male,48
441,Thomas Gebhart,1971,CDU,Rheinland-Pfalz,male,49
442,Alexander Dobrindt,1970,CSU,Bayern,male,50
443,Andrea Lindholz,1970,CSU,Bayern,female,50
444,Metin Hakverdi,1969,SPD,Hamburg,male,51
445,Katja Keul,1969,GRÜNE,Niedersachsen,female,51
446,Stephan Albani,1968,CDU,Niedersachsen,male,52
447,Katarina Barley,1968,SPD,Rheinland-Pfalz,female,52
448,Ralph Brinkhaus,1968,CDU,Nordrhein-Westfalen,male,52
449,Kerstin Tack,1968,SPD,Niedersachsen,female,52
450,Birgit Kömpel,1967,SPD,Hessen,female,53
451,Roy Kühne,1967,CDU,Niedersachsen,male,53
452,Andreas Nick,1967,CDU,Rheinland-Pfalz,male,53
453,Norbert Röttgen,1965,CDU,Nordrhein-Westfalen,male,55
454,Kirsten Lühmann,1964,SPD,Niedersachsen,female,56
455,Antje Tillmann,1964,CDU,Thüringen,female,56
456,André Hahn,1963,DIE LINKE,Sachsen,male,57
457,Ingbert Liebing,1963,CDU,Schleswig-Holstein,male,57
458,Johann Wadephul,1963,CDU,Schleswig-Holstein,male,57
459,Clemens Binninger,1962,CDU,Baden-Württemberg,male,58
460,Heike Brehmer,1962,CDU,Sachsen-Anhalt,female,58
461,Xaver Jung,1962,CDU,Rheinland-Pfalz,male,58
462,Thomas Jurk,1962,SPD,Sachsen,male,58
463,Karin Maag,1962,CDU,Baden-Württemberg,female,58
464,Harald Petzold,1962,DIE LINKE,Brandenburg,male,58
465,Simone Raatz,1962,SPD,Sachsen,female,58
